Tweet,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
'my mom recorded nightmare before Christmas for me �?�?�? I LOVE IT 💕',1,1,1,1,3,0,2.047,-2.696,2.312,-1.316,0,0,0,1,1,0,0,0,1,1,0.37758,0.847024,0.357629,0.410267,0.834016,0.261349,0.312069,0.749343,1.82487,1.583824,0.666145,0.065092,0.191607,1.767969,1.594449,0,0.312742,0.331603,1.745833,-0.270833,0,0,0
'The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids ',1,0,0,0,0,-4,0.581,-3.012,2.774,-3.541,0,0,0,0,0,0,0,0,1,1,1.395193,0.783201,1.054668,1.082902,0.58532,0.571709,0.398489,0.508902,3.865488,1.503863,3.339455,0.725498,1.702512,0.095761,0.565889,0,0.387918,1.492877,0.475875,-0.454167,0,0,0
'Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor',0,1,0,2,0,-2,0.914,-1.803,0.329,-13.226,0,0,0,1,0,0,0,0,2,0,1.280326,0.363212,1.145416,0.741095,0.189633,0.655154,0.326987,0.310661,3.975282,0.793313,2.821587,0.427483,1.374814,0.206714,0.229401,0.835532,0.42011,1.057711,0.171644,0,0,0,1
'@SeanLTheWriter Agree 100\%... B. Marshall another concern... would much rather he rested this game...',1,2,0,1,1,0,2.483,-1.427,1.483,-3.708,0,0,0,0,0,0,0,0,0,1,0.66877,0.816021,0.564132,0.545603,0.861005,0.38518,0.339169,1.086674,2.948333,2.815451,0,0.352387,0.659235,1.313374,0.686163,0.03105,1.16853,0.861459,0.895833,-0.510417,0,0,0
'Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .',0,2,0,2,0,-4,1.195,-3.937,1.834,-8.984,2,0,1,1,0,1,0,0,2,0,1.816298,0.919809,1.052078,2.174443,0.504198,1.396781,0.393481,1.489477,5.386227,2.733397,0.106474,2.036136,2.5545,3.047617,0.190352,0.47397,0.484054,0.320637,0.125,-0.0625,0,0,0
'If I could turn anxiety off--I would. #nooneunderstands #anxiety',0,1,0,1,0,-2,0.826,-3.39,0.584,-2.568,1,1,0,1,0,1,0,0,1,0,0.368468,0.320643,0.221206,0.301993,0.184543,0.230991,0.14662,0.346875,1.645615,0.786086,0.774393,0,0.022884,3.700728,0,0,0.185784,0.134473,0.011792,-1.45625,0,0,0
'Who\"s not going to hoco and wants to go to fright fest this Saturday??',0,1,0,1,0,-2,0.938,-3.529,1.547,-4.371,0,0,0,1,0,0,1,0,1,0,1.001401,0.98697,0.623329,0.898929,0.549464,0.499837,0.406124,0.886666,3.040294,1.979517,0.46155,0.1152,0.583511,1.546503,0.827504,0.1962,0.197472,0.096614,0.139167,-0.895833,0,0,1
'why won\"t you let me go? do i threaten all your plans? im insignificant',0,2,1,2,3,-4,3.67,-2.844,1.117,-6.703,2,1,0,1,0,1,0,0,2,0,1.208192,0.932501,0.825137,0.975873,0.791315,0.608554,0.496268,0.95267,4.211016,2.141161,3.172294,0,0.938813,0.416243,0,0.134041,0.058726,0.492136,0.514167,-0.848718,0,0,0
'@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. �? #lies #terrible #whereismyfurniture',1,0,0,0,0,0,1.055,-2.217,4.474,-8.611,0,1,0,0,0,0,0,0,0,0,1.044997,0.862369,0.910944,0.722229,0.395613,0.560156,0.380987,0.839818,3.481969,1.208557,0.752153,0.915526,1.430495,2.020492,1.213292,1.196432,0.419248,1.577277,0.31553,-0.166667,0,0,0
'If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime  #shortsightedness #celebrities',1,0,0,0,0,-1,4.409,-1.907,5.262,-8.111,0,0,0,0,0,0,0,0,0,0,1.136487,1.205439,0.697919,1.322177,0.830221,0.714368,0.52457,1.216207,3.69709,3.091087,2.129804,1.240618,0.177592,1.289254,0.427294,0,0.541624,1.356967,0.425595,-0.202494,0,0,0
'@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ',1,1,1,1,2,-2,2.592,-2.547,2.702,-9.877,0,1,0,0,1,0,1,1,0,2,1.996443,0.948327,1.526387,1.524733,0.73024,0.800717,0.535528,1.210751,5.567093,2.80584,1.676563,0.382704,1.157359,0.068826,0,0.78561,1.186668,0.134473,0.620833,-0.0625,0,0,0
'It\"s really alarming when an adult male calls their father \"daddy\"',0,1,0,1,0,0,2.146,-1.823,0.155,-8.343,0,1,0,1,0,0,1,2,2,0,0.765694,0.406578,0.601546,0.885013,0.330614,0.325827,0.331623,0.818927,2.751695,1.119322,0.950063,0.450941,1.334672,0,0.28371,0.165163,0.261941,0.211601,0.645833,-0.3125,0,0,0
'Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings ',0,0,0,0,0,0,3.327,-0.665,3.062,-2.524,0,0,0,0,0,0,0,0,0,1,0.795004,0.752824,0.589519,0.88029,0.427164,0.341187,0.377488,1.798522,2.843189,2.473952,0,0.788968,1.260969,0.297459,0.287384,0.866565,0.060802,0.292848,0.388311,-0.041667,0,0,0
'Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I\"m no rapper but that was some sick bars) #breathless #bars #rap',1,1,1,1,2,-3,5.084,-8.548,6.677,-8.483,0,0,1,0,0,1,0,0,1,0,1.93071,0.874234,1.766032,1.79438,0.494124,0.981796,0.530493,1.180623,7.724196,2.086587,0.534857,0.120367,3.235605,1.628366,0,0.716873,1.41594,1.764539,1.316667,-1.551438,0,0,1
'@RosieBalls I fear for the future of mankind',0,1,0,1,0,-2,1.017,-1.581,1.265,-0.172,1,0,0,1,0,0,0,0,1,0,0.226539,0.157596,0.275393,0.266607,0.104096,0.104953,0.06366,0.161196,0.995091,0.590859,0,1.299104,0.308557,2.327494,0.033272,0,0,0.736438,0,-1.260417,0,0,0
'So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit',3,0,2,1,3,-4,4.495,-3.558,6.268,-8.859,1,1,1,0,2,1,1,1,1,3,0.993795,0.820847,0.602025,0.795473,0.653981,0.374668,0.514657,0.881128,3.307907,1.737431,0.844967,0.873068,2.235857,0.435984,2.241346,1.896253,2.338241,0,5.908622,-0.816667,0,0,0
'I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare',1,1,0,1,1,-2,0.156,-7.052,1.591,-6.023,0,0,0,1,0,1,0,0,1,0,0.796008,0.415101,0.790351,0.676815,0.255158,1.040243,0.301984,0.349609,4.01266,0.872276,0.952778,0.381784,0.634181,2.108293,0,4.169816,0.536597,0,0.083631,-0.479167,0,0,0
'Bout ta get my @dontbreathe on up in here! @WarrenTheaters  #icantholdmybreaththatlong',0,0,0,0,0,0,0.889,-0.776,0.91,-1.799,1,0,0,0,0,0,0,0,1,0,0.458396,0.455547,0.185381,0.28487,0.344672,0.114622,0.184208,0.35079,1.300501,0.886436,0.40968,0.36205,0,0.227116,0.181552,0.010592,0.172347,0.128289,0.377959,-0.05,0,0,0
'@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated',0,1,0,1,0,-2,2.106,-2.461,0.909,-6.832,0,1,0,0,1,0,0,1,0,2,0.941115,0.853786,0.790376,0.79509,0.376824,0.501352,0.556473,0.809124,3.266637,1.565884,0.239005,0.92304,2.262302,0.832234,0,0,0.416959,0.571831,0.190476,-0.575,0,0,0
'There goes the butterflies in my stomach. #nervous #anxietyproblems',0,0,0,0,0,0,0.669,-2.89,1.293,-1.158,0,0,1,0,0,0,0,0,0,0,0.53664,0.378347,0.405822,0.495078,0.379137,0.180911,0.162183,0.204491,1.519687,0.593878,0.126515,0.240275,0.772303,3.821431,0,0,0,0,0,-0.191667,0,0,0
'@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me ',2,2,2,2,0,-6,1.853,-6.792,2.669,-6.605,1,2,0,0,2,1,0,2,2,2,0.703674,0.568254,0.726644,0.632289,0.331445,0.527577,0.379884,0.545953,3.096179,1.257151,0.561897,1.141586,0.193627,1.505339,1.260404,1.494872,0.201248,0.167318,0.402219,-0.810417,0,0,0
'@Phin_MacCool That’s shocking',0,1,0,1,0,-2,0.742,-0.56,0,-2.783,0,0,0,0,0,0,0,0,0,0,0.406514,0.108587,0.367422,0.297068,0.026673,0.248561,0.275171,0.033171,0.900834,0.051035,0,0.228654,0.69625,0,0,0,0,0,0,-0.041667,0,0,0
'@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.)',0,1,0,0,0,0,0.981,-1.984,1.462,-5.729,0,1,0,1,0,0,0,0,1,0,0.554933,0.354879,0.634403,0.659308,0.197928,0.314138,0.301552,0.439095,2.551222,0.871041,0,0,0.206836,0.038742,0.305624,0.080516,0.709987,0,0.171644,-0.345139,0,0,0
'@Markgatiss I\"m surrounded by those Trump voters. You\"re right, it is fucking terrifying. #redstate ',3,0,2,1,0,-4,4.209,-3.032,1.458,-7.35,0,0,0,0,0,0,1,0,0,0,1.845105,0.616754,1.893115,1.841235,0.527158,1.235469,0.485668,1.032801,5.71834,2.005419,1.396382,0,1.888934,1.597556,0.711922,0.12488,0.066658,0.166457,0.990012,-0.604167,0,0,0
'me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover',1,1,0,0,1,-2,2.23,-4.728,3.534,-7.91,0,0,0,0,0,0,0,0,0,1,1.284926,1.105624,0.979778,1.440545,0.616325,1.535973,0.561984,0.963464,5.995601,1.924618,0.65586,0.642778,1.121291,2.156922,0.72968,0.987415,1.766919,0.28358,0.309524,-0.645833,0,0,0
'Jimmy Carr makes me want to cry and cry *shiver* #awful',1,3,0,3,1,-2,0.649,-4.613,1.25,-8.228,1,1,0,1,0,3,0,0,3,0,0.635479,0.459529,0.355789,0.461964,0.248342,0.321194,0.180086,0.52228,1.869308,0.977397,0.403152,0.176055,2.148826,0.987482,0.0398,2.861833,0.723112,0,0.027083,-0.804167,0,0,0
'I walked 3.4 miles today, the most I\"ve walked since I got #rhabdo. Going back to work tomorrow.. here\"s to hoping it goes okay #nervous',2,0,1,0,2,0,2.914,-4.976,2.938,-2.913,0,1,0,0,0,0,0,0,0,0,1.212321,1.036557,0.86584,1.143609,0.649681,0.655337,0.588318,1.205743,4.989986,2.312038,0.116533,0.47048,0.718234,4.018044,1.193057,0.306244,1.63734,0.242387,1.068627,-0.75,0,0,0
'@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies',1,0,1,0,3,0,2.334,0,1.753,0,0,0,0,0,1,0,0,0,0,1,0.01724,0.079255,0.004594,0.025443,0.066787,0.006205,0.040485,0.046587,0.059357,0.279799,0,0.571983,0,0,0.83509,0,0.620288,0.331603,1.489881,0,0,0,0
'Today\"s alarm shows how unprepared professors and students are when it comes to emergency protocols. We don\"t know where to go @CalStateLA',0,2,0,3,0,-4,3.81,-6.843,2.696,-4.258,0,0,0,2,0,1,2,1,3,1,1.083867,0.984896,0.625014,1.168778,0.602074,0.486934,0.589923,1.42944,3.518286,2.951659,1.290488,0.546917,0.343758,4.658942,0.193005,0.159124,0.749099,0.255724,0.912738,-0.4375,0,0,0
'jimmy_dore: RaisingTheBoss we\"ve already lost our country and our government to oligarchs, but their fear tactics still work it appears.',0,2,1,2,0,-5,2.889,-5.918,2.424,-5.283,1,0,0,3,0,1,0,1,3,0,0.711334,0.618084,0.555681,0.767895,0.536073,0.365518,0.351425,0.904728,3.437628,1.933807,0.37138,1.394101,1.330767,3.350586,0.201968,0.913987,0.567998,0.642505,0.137377,-2.739931,0,0,0
'I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully',2,0,1,2,2,-4,2.755,-4.376,4.894,-4.991,0,1,0,0,1,0,0,1,1,1,1.638148,0.723763,1.456947,1.46531,0.54942,0.99572,0.497207,0.922892,5.69232,1.972529,1.827319,0.363357,3.919751,0.293501,0.068575,1.133644,0.669463,0.302438,1.327083,-0.448497,0,0,0
'My favorite insult I get is from straight white men and it\"s usually \"tall/fat lesbian\" 😂 You intimidated bro?',3,1,1,1,3,-4,4.907,-1.674,2.742,-3.863,1,1,2,0,2,2,1,2,2,2,1.187239,0.689649,0.945712,1.289448,0.56297,0.632275,0.432856,1.025775,4.560885,1.903129,0.572547,1.208127,2.315096,0.095761,0.504867,0.191169,0.512001,1.202327,0.568534,-0.622313,0,0,0
'@mackenzian yes! That was my one qualm. These are deeply theological issues we\"re engaging theologically.',2,0,1,2,1,0,8.695,-2.479,1.65,-3.465,0,0,0,0,1,0,0,2,0,1,0.806764,0.563439,0.705648,0.757154,0.73258,0.561808,0.352463,0.822745,3.420338,2.088999,0.296655,0.050193,0.644958,0.03244,1.054307,0.621255,1.143865,1.158387,0.735417,0,0,0,0
'@LeafyIsHere will showing off biceps scare you?',1,1,0,1,0,-2,1.166,-0.866,0.68,-2.507,1,1,0,1,0,0,1,0,1,0,0.247828,0.336029,0.173003,0.18668,0.245982,0.057303,0.107083,0.322082,0.92048,0.757354,0.560653,0.394058,0.263615,1.478996,0,0,0.153708,0.686024,0.166667,-0.935417,0,0,0
'Bayern Munich pitch is horrific',0,1,0,1,0,-3,0.243,-1.756,1.296,-1.746,1,0,1,1,0,1,0,0,1,0,0.165687,0.200622,0.018968,0.094405,0.066228,0.092003,0.118335,0.151861,0.23733,0.217019,0,0.802394,1.027488,0.455311,0,0,1.642947,0,0.019231,-0.645833,0,0,0
'broken policy\" #blasio &lt;&gt; #trump #giuliani \"broken windows\" all part of \"pecking order\" #bully politics #america RESIST #motto',0,0,0,2,0,-2,4.447,-4.127,4.311,-5.141,3,0,0,2,0,2,0,1,3,0,0.836127,0.240805,0.737673,1.041059,0.234795,0.265571,0.267169,0.514367,3.214345,0.653735,1.09931,0.976248,2.241292,0.958457,0.347775,2.985546,0.715349,0.181951,0.450947,-0.769183,0,0,0
'#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear',0,1,0,1,1,-3,0.497,-1.474,0.781,-9.128,1,0,1,1,0,1,0,0,1,0,0.291818,0.107125,0.305646,0.262213,0.078717,0.097425,0.047883,0.136772,1.114953,0.332322,0,0.036323,0,4.638147,0,0.072921,0.396795,0,0.296596,-1.89508,0,0,0
'Caballero\"s passing remains absolutely dreadful I see!',0,1,0,1,0,-3,1.833,-2.576,0.382,-3.385,1,1,2,2,0,1,0,1,2,1,0.385458,0.36555,0.206499,0.320032,0.587616,0.14606,0.326123,0.433127,1.07813,1.363795,0.006776,0.728024,0.602744,0.492821,0.610139,0.205679,0.170931,1.07969,0.503125,-1.140625,0,0,0
'my husband lost £800 when he booked an apartment through @Airbnb that didn\"t exist... @AirbnbHelp didn\"t care  #airbnbnightmare',1,1,0,1,2,-3,1.516,-6.351,1.87,-4.882,0,0,0,0,0,1,0,0,1,0,1.042872,0.786861,0.875494,1.082463,0.533508,0.690428,0.396311,1.325098,3.687435,2.028637,0.376659,0.151116,0.348203,1.116213,0.853361,1.123249,1.50343,0.269869,0.271429,-1.084276,0,0,0
'i am SO anxious all the time leaving the house is horrid',0,2,0,2,0,-5,0.309,-4.122,1.219,-2.164,1,2,1,2,0,1,0,0,2,0,0.487536,0.343781,0.529512,0.441866,0.262764,0.439002,0.173467,0.236576,1.865087,0.646322,0.144658,0.284623,0.973533,2.026946,0.125975,0.698842,0.018537,0,0.65,-1,0,0,0
'I\"m a walking ball of stress and anxiety lol',0,2,0,2,3,-3,1.37,-2.801,2.483,-1.115,1,1,0,1,0,1,0,0,2,0,0.441126,0.253192,0.528645,0.509887,0.238284,0.184672,0.140527,0.313589,2.024927,0.77564,0,0.213046,0.110389,2.714728,0.149274,0,0.343686,0,0.33125,-0.4375,0,0,0
'@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho ',0,0,0,0,0,0,1.971,-0.078,0.501,-0.285,0,0,0,0,0,0,0,0,0,0,0.249763,0.112547,0.243856,0.25656,0.048939,0.04987,0.056276,0.115758,0.886579,0.177348,0,0.769494,0,0.341853,0,0,0.411039,0.576095,0.420031,-0.70928,0,0,0
'Yeah! Tonight it\"s time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza',0,0,0,0,1,0,4.195,-0.033,9.267,-0.514,0,1,0,0,0,0,0,0,0,0,0.813133,0.902094,0.584241,0.759313,0.937159,0.24004,0.475852,0.877936,2.487034,2.590639,0.248966,1.042713,0.173706,0.51557,2.071383,0,0.201648,0,0.490319,0,0,0,0
'$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden',3,0,2,0,9,0,6.376,-3.377,6.135,-4.314,0,0,0,0,1,1,0,1,0,2,1.420647,0.697509,0.653263,1.246561,0.441463,0.623376,0.583731,0.543452,4.075116,1.35244,0.731094,1.220668,0.831388,0.106901,0.621443,0.19198,1.6948,0.331603,1.602083,-0.471039,0,0,2
'Why is it so windy? So glad I didn\"t ride my bike.  #wind',1,0,1,0,3,0,2.2,-4.696,1.721,-3.618,0,1,0,0,1,0,0,0,0,1,0.856119,0.449103,0.724526,0.796244,0.308983,0.597515,0.300622,0.447363,3.678653,0.909573,0.834181,0.255294,0.667639,0.139785,1.417898,0.12928,0.498079,0,0.041667,-0.464286,0,0,0
'@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!',0,1,0,1,0,-3,4.582,-4.438,1.918,-7.175,1,1,1,1,0,1,0,1,1,0,0.934536,1.244513,0.652523,0.685696,1.164464,0.394872,0.472851,1.365031,2.361874,3.143101,1.224967,1.241513,1.576872,0.697069,0.610139,0,1.517165,0.10608,0.756246,-1.664583,0,0,0
'@madihayousufzai Please DM your concern',1,1,0,1,1,0,1.752,0,0,-1.719,0,0,0,0,0,0,0,0,0,0,0.102412,0.268743,0.054955,0.07062,0.248539,0.039866,0.158634,0.474912,0.422018,0.626904,0.036483,0.498395,0.173706,0.381029,0.242993,0,0.407636,0.172968,0.497917,-0.3125,0,0,0
'@mr_HAAAAN wow inadvertently horrible puns is definitely my thing',2,1,1,1,4,-5,1.984,-2.707,0.834,-3.516,1,0,1,1,0,0,0,0,1,0,0.284247,0.196819,0.170006,0.191324,0.29901,0.125514,0.271131,0.225634,0.981576,0.946255,0.069483,0,0.72434,0,0,0.017978,1.260952,0,0.25,-0.528274,0,0,0
'@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful',1,0,0,0,0,0,1.083,-6.05,4.743,-10.03,0,0,0,0,0,0,0,0,0,0,1.121303,0.829215,0.788715,0.930897,0.68178,0.94992,0.555092,1.165513,3.437142,2.289332,1.20696,1.213946,1.962988,1.487269,1.511215,0.872607,0.96192,0.153077,1.560516,-0.395833,0,0,1
'Looks like I\"m going in for my op just over a week or so early! #nervous 🙈🙈🙈',2,0,1,0,2,0,1.595,-2.263,2.897,-1.94,0,0,0,0,0,0,0,0,0,0,1.083684,0.82145,0.923089,1.168648,0.582944,0.466924,0.445093,0.648645,3.811833,1.836625,0.323247,0.567888,0.245608,2.669116,0.572189,0.041469,0.202227,0.666844,1.971726,-0.5,0,0,0
'Another fun fact: i am afraid',1,1,1,1,4,-2,1.062,-1.939,0.528,-0.985,0,1,0,1,1,0,0,1,1,1,0.123509,0.172364,0.111769,0.164516,0.110983,0.183674,0.083139,0.278357,0.907923,0.590159,0,0,0.159409,1.485256,0.646046,0,0.335039,0.299382,0.095833,-0.879167,0,0,0
'How am I supposed to intimidate the freshman if half of them are taller than I am??',0,2,0,1,0,-2,1.376,-3.759,1.717,-3.974,0,0,0,1,0,0,0,0,1,0,0.743504,0.596209,0.599495,0.712459,0.409712,0.405599,0.26897,0.689022,3.133977,1.583926,0.9089,0,0.624008,0.113509,0,1.004187,0.879148,0.134473,0.191667,-0.458333,0,0,0
'Swear all of my guy friends are scaredy cats. You don\"t do horror movies. You don\"t do haunted houses. Wtf do you do then?',1,2,0,0,0,-8,4.815,-4.748,1.69,-10.747,1,0,1,2,0,2,1,3,2,3,1.880364,1.333731,1.323182,1.402979,1.774909,0.648705,0.680136,1.713786,5.266515,4.133443,2.29033,0.698651,2.687895,1.649315,0.500728,0.577735,1.040018,0.648483,0.931548,-0.315705,0,0,0
'@Burnt_Out_Darth @theaterofscifi thanks. #nightmare',0,0,0,0,2,0,1.76,-0.062,0.601,-2.333,0,0,0,0,0,0,0,0,0,0,0.049672,0.429309,0.047132,0.048004,0.697107,0.03306,0.11153,0.488361,0.258782,0.912465,0.070334,0,0.546089,1.258806,0.087149,0.1837,0.03069,0,0.020833,0,0,0,0
'@OnyxFlare25 She chuckles, shaking her head. \"No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;',2,0,1,0,0,-1,4.849,-5.734,3.451,-4.173,0,0,0,1,1,0,1,0,1,1,1.344104,0.955765,1.271997,1.1785,0.701725,0.787158,0.776486,1.015304,6.099304,2.263062,1.162622,0.903914,1.162705,1.702731,0.109896,1.427949,0.232566,1.645172,2.562636,-0.972917,0,0,1
'@stevie7t Why does talksport sound like it\"s being broadcasted from someone\"s basement  #quality #amateurs',2,0,1,0,2,0,1.335,-2.967,2.98,-4.152,0,0,0,0,0,0,0,0,0,0,1.107394,0.34744,0.985067,1.108322,0.236759,0.636227,0.271174,0.697901,3.614215,1.065145,1.282158,0.014936,0.889706,0.054834,0.379863,0,0.553661,0,1.829464,0,0,0,0
'@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren\"t for my house! #shocking',1,0,0,0,0,0,1.497,-2.442,2.248,-5.049,0,0,0,0,0,0,0,0,0,0,0.737137,0.648771,0.566467,0.705545,0.554336,0.313037,0.323191,0.846359,2.958282,1.981937,1.271255,0.061206,0.630172,0.432292,0,0.087715,0.778312,0.302438,0.30625,-0.052664,0,0,0
'So looks like @united would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism',1,2,1,2,2,0,1.396,-4.857,2.591,-7.404,3,0,2,3,0,2,1,0,3,0,1.363422,0.772378,1.030873,1.096655,0.584464,0.632346,0.411014,0.854431,4.507868,1.812141,1.682719,2.366468,1.287635,2.320674,0.16713,0.171314,0.36836,1.327126,1.837072,-0.795991,0,0,0
'Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing',1,1,1,1,4,0,2.92,-0.492,1.996,-5.21,0,1,0,0,1,0,0,1,0,1,0.662567,1.015443,0.420127,1.126638,0.718587,0.690049,0.427566,0.947197,2.305822,2.452156,0.098931,0.332563,0.144584,1.407694,2.408406,1.179212,0.039953,0.590892,1.0875,-0.039063,0,0,0
'One more step in long work #visa process is over. Relief. Onto next step. #expat #restless',1,1,2,0,0,0,1.568,-1.594,2.385,-2.602,0,1,0,0,0,0,0,0,0,1,0.509016,0.418332,0.26689,0.440461,0.233607,0.20161,0.224423,0.303606,1.668105,0.974548,0.329373,0.660837,0,2.632024,1.20407,0.421511,0.261438,1.706689,0.547248,-0.459722,0,0,0
'Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying',0,1,0,1,0,-6,1.192,-7.308,4.925,-4.94,1,1,0,2,0,1,1,0,2,0,0.93053,0.946781,0.922077,0.975225,0.418282,0.491384,0.460535,0.858899,3.821877,1.82738,0.922007,1.692798,0.269336,4.454967,0.989629,1.480253,1.550836,0.029867,0.323214,-1.934479,0,0,0
'@PrinceJumbo You\"re welcome and thank to you likewise! What are you hoping to learn, like your no 1 concern?',3,1,3,1,8,-1,11.188,-1.529,3.591,-4.961,0,0,0,0,0,0,0,0,0,1,1.075083,1.736681,1.290436,1.266935,2.629882,0.601882,0.809168,2.210121,4.422182,4.793395,0.363892,0.669951,1.039219,0.938671,1.548453,0.150833,0.289408,2.061281,1.457143,-0.510417,0,0,1
'Any #entrenepuers, #start ups, #SME\"s out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.',3,0,1,0,4,0,4.982,-1.437,6.201,-3.472,0,0,0,0,0,0,0,1,0,0,1.069612,1.33904,0.590322,0.932747,0.848472,0.380831,0.441737,2.180306,3.928087,3.987696,0.205974,3.315372,0.127991,1.423243,0.692377,0.024296,0.377038,2.07874,0.324495,-0.70928,0,0,0
'@riinkanei he\"s a horrible person and now i gag when i see people quote him',0,1,0,1,0,-5,2.764,-3.952,0.964,-7.133,1,1,2,1,0,0,1,0,3,1,0.629736,0.480846,0.477968,0.6913,0.38251,0.319514,0.418758,0.710151,2.318007,1.360932,1.111188,0.410244,2.972852,0.063325,0,0.195604,0.065084,0.306853,0.242708,-0.604167,0,0,0
'@ZaidZamanHamid Speech is still not up to the mark. No mention of \"Genocide\", Indian terrorism in Pak. It was all planned speech.',0,2,0,2,0,-1,3.118,-4.629,3.067,-5.223,1,0,1,1,0,1,0,0,1,2,1.916631,0.704756,1.654702,2.082812,0.416312,1.332879,0.579312,0.891079,6.490971,1.69017,0.376593,0.783614,0.53341,3.794535,0,0.150833,1.374474,0.286957,0.818966,-1.579167,0,0,2
'“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.�?–Plato',2,0,0,0,0,0,4.364,-0.513,6.188,-11.016,0,0,0,0,0,0,0,1,0,1,1.235245,0.884207,1.205865,1.269104,0.684182,0.57272,0.430367,0.828159,4.039544,1.86072,1.704096,0,0.443008,3.346681,3.080222,4.513383,0.66883,0.945612,0.291667,-0.077083,0,0,0
'Job interview in the afternoon  #ek',0,0,0,0,0,0,1.063,-0.094,2.521,-0.183,0,0,0,0,0,0,0,0,0,1,0.151749,0.056516,0.22041,0.193274,0.026122,0.052418,0.021284,0.061234,0.526085,0.165583,0,0.398974,0,1.712036,0.808753,0,0,0,0.041667,-0.147881,0,0,0
'If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours',2,0,1,0,0,0,2.297,-2.588,3.093,-5.805,0,1,0,1,1,0,0,2,1,2,1.052964,0.893394,1.009735,1.184812,0.525468,0.628566,0.400226,1.183024,4.032795,2.29198,0.424503,1.09483,2.919661,0.908077,0.557598,0.96784,1.733613,0.403309,0.645833,-0.389583,0,0,0
'Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends',1,0,1,0,3,-1,5.869,-1.611,3.983,-4.634,0,1,0,0,1,0,1,1,0,2,2.188555,1.082378,1.731139,2.261461,0.834442,1.726456,0.657558,1.216336,6.279447,2.840299,1.495718,0.185139,1.289967,6.349586,1.219491,0.747792,0.500102,2.596714,2.64814,-0.533297,0,0,1
